customer_id,total_basket_count,tenure,sale
11121971,6,70,20
11615135,7,63,20
12297201,7,55,20
10653573,6,76,20
9511047,7,96,20
1037757,6,127,30
11375553,6,66,20
11702453,7,62,20
12316493,6,55,20
11735661,7,61,20
10598618,8,77,20
4826283,6,114,30
11536721,7,64,20
12437859,6,53,20
12288773,6,55,20
8899149,10,100,30
11861521,6,60,20
11702971,8,62,20
4960333,6,114,30
11903115,6,60,20
11154969,6,69,20
821667,6,129,30
11723677,6,61,20
11980269,6,59,20
5180819,6,113,30
8425207,6,103,30
11022557,6,71,20
10327667,6,83,20
10556427,6,78,20
9654043,7,95,20
8182486,6,104,30
10775033,6,74,20
10970085,8,71,20
8886087,6,100,30
11776894,6,61,20
9936185,6,91,20
11221525,6,68,20
11201586,6,69,20
4369519,6,117,30
4640825,6,115,30
4880295,9,114,30
12297425,6,55,20
11926607,6,59,20
11871461,6,60,20
11519301,6,64,20
526869,6,130,30
10249337,7,85,20
8427643,10,103,30
10016433,6,89,20
9707803,6,94,20
11064193,7,70,20
9484503,6,96,20
10781463,6,74,20
1082165,6,127,30
8465275,7,103,30
1073149,6,127,30
9664641,7,95,20
5188813,6,113,30
4995165,6,114,30
9194381,6,98,20
8477791,6,103,30
91413,6,131,30
828331,6,129,30
10762199,6,74,20
9031729,7,99,20
8060465,6,105,30
8267763,7,104,30
4266031,6,117,30
11362169,6,66,20
10747919,6,74,20
11334071,6,66,20
8918595,6,100,30
10161137,6,87,20
10855045,6,73,20
247709,6,130,30
8918049,6,100,30
10392207,6,81,20
30667,6,131,30
9580599,7,95,20
10491635,8,79,20
184331,6,130,30
8136135,7,104,30
854707,7,129,30
9448831,7,96,20
12024495,6,58,20
1032521,6,127,30
10863349,6,73,20
8285571,8,104,30
836731,7,129,30
11453995,7,64,20
8881145,6,100,30
12205025,6,56,20
5289571,6,113,30
10239747,6,85,20
9777481,7,93,20
9821147,6,93,20
5137741,6,113,30
4703503,6,115,30
854147,6,129,30
11654097,7,62,20
10878342,6,73,20
31675,6,131,30
9282749,6,98,20
9337335,6,97,20
9096969,6,99,20
9204321,6,98,20
5032741,8,114,30
9499259,8,96,20
9757993,6,94,20
8308951,6,104,30
10897775,6,72,20
9660928,6,95,20
8960035,6,99,20
464499,7,130,30
1115121,6,127,30
9874921,6,92,20
5277898,6,113,30
9177889,8,98,20
5185915,8,113,30
8306199,6,104,30
181979,6,130,30
10665669,8,76,20
10130477,7,87,20
10856909,6,73,20
399651,6,130,30
9396765,6,97,20
8994802,6,99,20
1110879,6,127,30
4861577,7,114,30
8390375,6,103,30
10162341,6,87,20
8733627,6,101,30
10072629,6,88,20
8792548,6,101,30
10235645,6,85,20
4351515,6,117,30
4290419,8,117,30
10488891,6,79,20
9566529,7,95,20
8270017,7,104,30
11270637,7,68,20
4880631,7,114,30
4335737,7,117,30
4263357,6,117,30
10231753,8,85,20
10325819,7,83,20
9433907,6,96,20
9448929,6,96,20
11120361,6,70,20
7913703,6,105,30
12052537,7,58,20
12163067,6,57,20
10750775,7,74,20
8261351,6,104,30
10487435,6,79,20
1085427,8,127,30
12108649,7,57,20
12351395,6,55,20
12239409,12,56,20
11856957,7,60,20
10048409,7,89,20
8384201,6,103,30
11763745,6,61,20
11305707,6,67,20
10754023,6,74,20
11464173,6,64,20
8381429,7,103,30
9695749,7,94,20
1134497,6,127,30
11915197,6,59,20
853041,7,129,30
7887481,6,105,30
11571469,7,63,20
11558778,6,63,20
11662427,6,62,20
8003765,6,105,30
9111641,6,99,20
10485312,7,79,20
9146613,6,98,20
10173863,6,86,20
1098349,6,127,30
5199355,6,113,30
10620218,6,76,20
9294873,8,97,20
5084527,8,113,30
8659175,6,102,30
10931417,6,72,20
8050903,6,105,30
11875913,6,60,20
12403965,7,54,20
11067679,6,70,20
10774127,6,74,20
822269,6,129,30
4198957,7,117,30
861483,6,129,30
4954103,6,114,30
11211053,6,69,20
8157303,6,104,30
4735437,8,115,30
11120165,7,70,20
11936407,10,59,20
11344837,6,66,20
11618173,9,63,20
11248727,7,68,20
9945957,7,90,20
10831625,6,73,20
11367881,6,66,20
11194729,6,69,20
11756157,6,61,20
10926349,6,72,20
10587213,6,77,20
11666641,6,62,20
11697455,7,62,20
1031779,6,127,30
855925,6,129,30
12408529,12,54,20
11142495,13,69,20
9918069,6,91,20
8594971,7,102,30
8984605,7,99,20
12331683,6,55,20
10462039,6,80,20
11526263,8,64,20
10092369,6,88,20
11435137,7,65,20
11546381,7,63,20
229985,6,130,30
11501511,7,64,20
427231,7,130,30
413763,7,130,30
9718513,6,94,20
10849461,6,73,20
9760303,9,94,20
10734759,7,75,20
9171897,6,98,20
11356121,6,66,20
10269889,6,84,20
12369195,6,54,20
10524003,6,78,20
11807789,6,60,20
11229505,6,68,20
8237075,6,104,30
11884072,7,60,20
11954341,8,59,20
10723965,6,75,20
11941853,6,59,20
9257969,6,98,20
9059715,6,99,20
814457,8,129,30
10217969,6,85,20
11481253,10,64,20
8770783,6,101,30
5056919,7,114,30
11416895,6,65,20
8550934,8,102,30
12129425,6,57,20
4376603,7,117,30
11644549,6,62,20
11715221,7,62,20
4159309,7,117,30
11171643,6,69,20
11789236,6,61,20
11774945,6,61,20
10666845,11,76,20
8164051,6,104,30
11468415,6,64,20
12065963,6,58,20
4277175,7,117,30
11155921,6,69,20
10060043,6,88,20
12113465,7,57,20
8398901,9,103,30
5028765,7,114,30
5219473,7,113,30
10586415,6,77,20
8219883,6,104,30
9912035,8,91,20
12515433,8,53,20
12111267,7,57,20
11096323,6,70,20
12513683,7,53,20
10314185,6,83,20
12273527,6,56,20
11905929,6,60,20
10447731,6,80,20
11773042,7,61,20
11600687,6,63,20
10786377,7,74,20
11582165,6,63,20
10524891,6,78,20
4978502,6,114,30
4912369,6,114,30
10198139,6,86,20
10460471,6,80,20
12191375,6,57,20
11645137,7,62,20
11844973,6,60,20
10933209,8,72,20
11868493,7,60,20
10418177,6,81,20
9639203,6,95,20
8556121,6,102,30
11284968,8,67,20
9839319,6,93,20
11955977,6,59,20
12126835,6,57,20
5247473,6,113,30
538377,6,130,30
9716077,6,94,20
5267423,6,113,30
8815401,6,101,30
8878401,6,100,30
9801379,6,93,20
5171467,6,113,30
12243721,6,56,20
12479999,6,53,20
10554075,6,78,20
1043175,7,127,30
9190643,6,98,20
9164771,6,98,20
10538857,6,78,20
8167607,8,104,30
141673,6,130,30
9831815,7,93,20
12420653,6,54,20
10561005,6,78,20
8469041,6,103,30
12079403,6,58,20
4738461,6,115,30
10004477,6,89,20
455651,6,130,30
11721031,7,61,20
10549777,6,78,20
8119237,6,104,30
9184595,7,98,20
8896783,6,100,30
1099147,7,127,30
5143747,7,113,30
4271295,7,117,30
752899,7,129,30
9084329,6,99,20
11168689,6,69,20
9801771,6,93,20
4743039,6,115,30
9114441,7,99,20
5033903,6,114,30
4343087,7,117,30
10005345,6,89,20
10164189,7,87,20
9470601,8,96,20
8938727,6,100,30
10141327,6,87,20
11683791,7,62,20
868329,7,129,30
9811193,6,93,20
8938223,7,100,30
774669,6,129,30
8554917,6,102,30
11685121,6,62,20
4172861,6,117,30
10308165,6,83,20
4766783,7,115,30
1047501,6,127,30
9210467,7,98,20
10998001,6,71,20
1034341,6,127,30
9705171,6,94,20
1110053,6,127,30
10434753,6,81,20
8295231,8,104,30
11952857,6,59,20
9691213,6,94,20
9794295,7,93,20
5007233,7,114,30
439481,8,130,30
5301877,6,113,30
9715223,9,94,20
5083351,6,113,30
10112053,7,88,20
263571,6,130,30
12505801,6,53,20
10867857,8,73,20
10200183,6,86,20
1031947,8,127,30
8064119,6,105,30
11271351,8,68,20
10898111,6,72,20
9927071,6,91,20
10663821,6,76,20
9875271,6,92,20
4726799,6,115,30
11648427,6,62,20
4880309,6,114,30
11560780,7,63,20
604905,6,130,30
8071301,6,105,30
4907735,6,114,30
9302237,6,97,20
10880121,6,73,20
11804555,6,61,20
8089991,7,105,30
5174407,6,113,30
10395707,6,81,20
8246231,6,104,30
11660145,6,62,20
8432571,6,103,30
11050235,6,70,20
4751119,6,115,30
4742283,6,115,30
11491809,6,64,20
8924783,6,100,30
5239549,6,113,30
10453751,7,80,20
12336233,12,55,20
4279877,6,117,30
8297093,6,104,30
4320589,6,117,30
10512047,6,79,20
7874752,6,105,30
11428865,6,65,20
8332765,6,103,30
10987487,6,71,20
9001629,6,99,20
9507211,6,96,20
11416419,7,65,20
12152375,6,57,20
11267235,6,68,20
12102139,6,58,20
11748667,6,61,20
9784103,6,93,20
10972857,6,71,20
1124165,7,127,30
7993629,6,105,30
8990373,6,99,20
11202695,8,69,20
4664247,7,115,30
10598595,6,77,20
12355917,6,54,20
11332391,7,66,20
11390295,6,65,20
814807,7,129,30
8775375,8,101,30
12107753,7,57,20
12236219,7,56,20
11346965,6,66,20
9659125,6,95,20
10404443,6,81,20
9710099,7,94,20
11952899,6,59,20
4893260,6,114,30
12400409,6,54,20
10635961,6,76,20
11476717,6,64,20
11351543,6,66,20
10200631,7,86,20
11808489,6,60,20
10558107,6,78,20
12460525,7,53,20
95795,8,131,30
12448317,7,53,20
12244057,8,56,20
10349339,7,82,20
11071963,6,70,20
8667001,6,102,30
11445441,6,65,20
12239969,6,56,20
11965261,6,59,20
11067385,6,70,20
8292893,6,104,30
10456015,6,80,20
5166217,6,113,30
11686241,8,62,20
11817589,6,60,20
10589285,7,77,20
4881975,6,114,30
10466589,6,80,20
5303011,8,113,30
10847109,9,73,20
12049359,6,58,20
11913979,7,59,20
10350907,6,82,20
5127129,6,113,30
11555705,6,63,20
9615137,6,95,20
1067899,6,127,30
9054213,6,99,20
4874625,7,114,30
5188589,6,113,30
11441437,6,65,20
11826913,6,60,20
722379,6,130,30
629391,6,130,30
10655253,6,76,20
10054233,6,88,20
10588879,8,77,20
5211031,6,113,30
10704547,6,75,20
11054869,6,70,20
9235289,6,98,20
11321009,7,67,20
8436323,7,103,30
12404973,6,54,20
9158779,6,98,20
11164923,6,69,20
9882929,6,92,20
5135193,7,113,30
11870117,8,60,20
12040525,6,58,20
10137575,6,87,20
11170733,10,69,20
10083549,6,88,20
4835971,6,114,30
11332979,6,66,20
10813016,12,74,20
12442507,7,53,20
12033511,8,58,20
11053959,6,70,20
11737579,8,61,20
10646363,7,76,20
10525627,6,78,20
10709489,6,75,20
9702637,6,94,20
4648749,6,115,30
11635449,6,62,20
10623347,6,76,20
11177677,6,69,20
9526891,6,96,20
11019561,6,71,20
5094243,9,113,30
9177091,6,98,20
11384331,6,65,20
11290111,6,67,20
11405317,6,65,20
11218767,7,69,20
12004951,6,59,20
8012795,8,105,30
4359663,6,117,30
12319769,6,55,20
9761955,7,94,20
12114445,7,57,20
10575747,9,77,20
10620995,6,76,20
11539129,6,63,20
106519,6,130,30
8212043,6,104,30
11362953,6,66,20
10173723,8,86,20
11832471,6,60,20
11664373,6,62,20
10364893,6,82,20
10580031,6,77,20
8449007,6,103,30
5064829,7,114,30
11816287,6,60,20
7975331,7,105,30
11610193,7,63,20
9822225,6,93,20
8945181,8,100,30
5110049,6,113,30
10075065,6,88,20
4776093,6,115,30
29561,9,131,30
8815793,8,101,30
4365725,6,117,30
9924579,6,91,20
8795820,6,101,30
8928619,7,100,30
10719415,6,75,20
10235687,6,85,20
4855907,6,114,30
8396997,6,103,30
4181877,7,117,30
11200917,6,69,20
12378821,6,54,20
1061445,7,127,30
9566599,6,95,20
8584947,8,102,30
11823315,6,60,20
4731265,6,115,30
9217705,6,98,20
9065155,6,99,20
10553347,6,78,20
839839,6,129,30
10730825,6,75,20
1037071,8,127,30
8784755,6,101,30
10139059,6,87,20
9639967,6,95,20
9389329,6,97,20
192577,6,130,30
5237995,6,113,30
9385747,6,97,20
7974057,6,105,30
10894107,7,72,20
8210111,6,104,30
5153239,6,113,30
4935455,7,114,30
4266689,6,117,30
8545873,6,102,30
10107363,6,88,20
10226027,12,85,20
10105529,7,88,20
309449,6,130,30
9851331,6,92,20
4957197,8,114,30
4822223,6,114,30
829087,6,129,30
8705049,6,101,30
1053913,6,127,30
11134347,6,70,20
12266345,6,56,20
4355155,6,117,30
10913483,7,72,20
1081577,6,127,30
10174829,6,86,20
10032743,8,89,20
80367,6,131,30
8472065,6,103,30
680911,6,130,30
10058517,7,88,20
8841080,6,100,30
10872141,6,73,20
9211615,6,98,20
4258261,6,117,30
4765747,6,115,30
8556219,6,102,30
11372613,9,66,20
5019357,6,114,30
10578827,6,77,20
10371445,6,82,20
10817681,6,74,20
8030407,6,105,30
4906559,6,114,30
9337517,6,97,20
8968029,6,99,20
9531067,6,96,20
4240047,10,117,30
10087357,6,88,20
7862379,6,105,30
9090949,6,99,20
8264529,6,104,30
4306897,6,117,30
10870307,6,73,20
11921749,6,59,20
11774063,7,61,20
11067399,6,70,20
11362407,8,66,20
11477753,6,64,20
11801587,7,61,20
8622929,7,102,30
10129525,6,87,20
10742053,6,75,20
10551835,6,78,20
12385737,6,54,20
12147345,6,57,20
9414391,6,97,20
10470033,6,80,20
12017369,6,58,20
12501293,6,53,20
1029203,6,127,30
8503257,8,102,30
8636617,7,102,30
8040305,6,105,30
11787013,8,61,20
11740813,6,61,20
12156585,6,57,20
1082697,6,127,30
11756381,6,61,20
12188267,6,57,20
12149403,6,57,20
11111289,6,70,20
11987115,6,59,20
12275795,6,56,20
11766825,6,61,20
11448325,7,64,20
10189795,6,86,20
11540109,9,63,20
10640259,7,76,20
12055813,8,58,20
5117280,7,113,30
9645461,8,95,20
207977,6,130,30
12202337,6,56,20
9104081,6,99,20
8290023,6,104,30
8330111,6,103,30
23205,6,131,30
11526907,7,64,20
11779033,6,61,20
1032703,6,127,30
11222169,6,68,20
4345789,7,117,30
11534383,6,64,20
549241,6,130,30
11764837,6,61,20
9848531,7,92,20
5281745,6,113,30
12405183,6,54,20
10476053,6,80,20
10663247,6,76,20
10297413,8,83,20
5168429,6,113,30
11788091,6,61,20
8906877,6,100,30
9974209,6,90,20
12317417,6,55,20
11704147,6,62,20
11481099,7,64,20
11217479,6,69,20
11191733,6,69,20
12238513,6,56,20
11565743,8,63,20
9892463,7,91,20
9919889,11,91,20
11198845,6,69,20
8812671,6,101,30
11277413,6,67,20
9193765,6,98,20
11654727,6,62,20
11412807,7,65,20
11083667,6,70,20
10365341,6,82,20
10370241,7,82,20
11402993,6,65,20
8366211,6,103,30
11481029,6,64,20
10495793,6,79,20
11716861,7,62,20
12369228,7,54,20
11628491,6,62,20
12047721,6,58,20
11963595,6,59,20
11676361,6,62,20
12046167,7,58,20
5020421,6,114,30
11808727,6,60,20
9773099,6,94,20
8589287,7,102,30
12514691,6,53,20
12397637,7,54,20
11278435,6,67,20
10609067,6,77,20
9929941,7,91,20
10862677,6,73,20
11506915,6,64,20
9007775,6,99,20
10239271,6,85,20
8242143,8,104,30
12293365,6,55,20
4368455,6,117,30
12096175,6,58,20
9870819,8,92,20
11323053,8,67,20
11601695,6,63,20
10674153,6,76,20
12265225,7,56,20
10726947,6,75,20
11644633,6,62,20
11747715,6,61,20
11464887,7,64,20
11350983,7,66,20
10676169,7,76,20
10041717,6,89,20
12122889,7,57,20
10662967,6,76,20
11362281,6,66,20
12513403,6,53,20
8700727,7,101,30
4656841,8,115,30
10276682,6,84,20
4916331,6,114,30
10358187,6,82,20
10198251,6,86,20
5081979,6,113,30
8755019,6,101,30
4715795,7,115,30
7893347,6,105,30
10518235,7,79,20
4652165,6,115,30
4333245,6,117,30
5107291,6,113,30
10289461,6,84,20
9000705,8,99,20
1093491,7,127,30
9849399,7,92,20
222747,7,130,30
11137175,7,70,20
12237631,6,56,20
9746961,6,94,20
4200049,6,117,30
12242797,6,56,20
11770647,6,61,20
5234425,6,113,30
804951,6,129,30
9059113,6,99,20
1080611,6,127,30
4345705,7,117,30
8819265,6,101,30
8768487,8,101,30
8385629,6,103,30
9542561,6,95,20
9992451,6,89,20
8957949,6,100,30
9948771,6,90,20
10593513,7,77,20
10667489,6,76,20
11819493,6,60,20
9690293,6,94,20
11945577,6,59,20
9063649,6,99,20
5154387,6,113,30
10343431,6,82,20
9998177,6,89,20
581469,6,130,30
7978355,6,105,30
10406543,10,81,20
8434321,6,103,30
9037315,6,99,20
10556329,7,78,20
4725441,11,115,30
861917,8,129,30
9924719,7,91,20
1133391,7,127,30
9773631,6,94,20
10391619,6,81,20
9897433,12,91,20
1037407,6,127,30
9305275,7,97,20
9192379,6,98,20
10159735,6,87,20
10439835,6,80,20
11878349,6,60,20
8645959,9,102,30
11099319,7,70,20
852103,6,129,30
9406677,6,97,20
4157979,6,117,30
9689743,8,94,20
8544823,6,102,30
5072865,6,113,30
5073145,6,113,30
7935039,6,105,30
9248141,6,98,20
10604405,10,77,20
4968397,6,114,30
4838166,6,114,30
1097719,6,127,30
793205,6,129,30
9988788,11,90,20
4277105,6,117,30
238511,6,130,30
11516323,8,64,20
4826773,7,114,30
10969161,6,71,20
9754199,6,94,20
9007498,8,99,20
12017649,6,58,20
4365389,6,117,30
9887566,6,92,20
10743691,6,75,20
11136755,8,70,20
9544493,6,95,20
9477517,6,96,20
7992607,6,105,30
11441059,7,65,20
10619833,7,76,20
4956175,6,114,30
9874389,6,92,20
4819353,6,114,30
10668721,6,76,20
8142029,11,104,30
9770940,6,94,20
12048113,6,58,20
9506833,7,96,20
4759741,8,115,30
10927259,6,72,20
1037099,6,127,30
9131297,7,99,20
10059553,7,88,20
9388337,6,97,20
9683667,8,94,20
4193819,6,117,30
12257301,7,56,20
12310375,6,55,20
12116083,7,57,20
12127521,6,57,20
1081983,6,127,30
